Customer,Margin Percent,Origin City,Destination City,Mode,Modes,Loads
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),47.53,AKRON,CHICAGO,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
"THE STAPLETON GROUP, INC (235240-P1)",10.4,DENVER,SAINT JAMES,LTL,LTL,"THE STAPLETON GROUP, INC (235240-P1)"
SENFENG LASER USA INC (88165-P1),50.03,COMMERCE,MINNEAPOLIS,LTL,LTL,SENFENG LASER USA INC (88165-P1)
"JARROW FORMULAS, INC (94074-P1)",33.33,Long Beach,Fullerton,Truckload Refrigerated,Truckload Refrigerated,"JARROW FORMULAS, INC (94074-P1)"
PORTOR INDUSTRY (65673-P1),15.5,MONTEBELLO,MIAMI,LTL,LTL,PORTOR INDUSTRY (65673-P1)
DIMCO APPAREL (81238-P1),13.0,DALLAS,ASHEBORO,LTL,LTL,DIMCO APPAREL (81238-P1)
JL WINGERT COMPANY (88594-P1),21.99,GARDEN GROVE,KINSTON,LTL,LTL,JL WINGERT COMPANY (88594-P1)
ELECTRIDUCT (52487-P1),12.0,POMPANO BEACH,CLEAR BROOK,LTL,LTL,ELECTRIDUCT (52487-P1)
REALSTONE SYSTEMS (64462-P1),16.0,TROY,CASTLE HAYNE,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
KC TRADING (50460-P1),13.5,SANTA FE SPRINGS,KNOXVILLE,LTL,LTL,KC TRADING (50460-P1)
RIA DISTRIBUTING INC (97759-P1),13.5,LAREDO,SALT LAKE CITY,LTL,LTL,RIA DISTRIBUTING INC (97759-P1)
CREATIVE DRINKS INC (110439-P1),15.25,SANTA FE SPRINGS,CAMPBELL,LTL,LTL,CREATIVE DRINKS INC (110439-P1)
THE HANDY KENLIN GROUP (250857-P1),19.96,SANTA FE SPRINGS,SAN DIEGO,LTL,LTL,THE HANDY KENLIN GROUP (250857-P1)
GOLDEN ARCUS INTL CO (84398-P1),10.66,CITY OF INDUSTRY,GARLAND,Volume,Volume,GOLDEN ARCUS INTL CO (84398-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),39.38,AKRON,MINNEAPOLIS,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
THE ABS COMPANY (97215-P1),11.0,MILWAUKEE,HOUSTON,LTL,LTL,THE ABS COMPANY (97215-P1)
KOSTER KEUNEN MANUFACTURING INC (242096-P1),15.63,NORTH LITTLE ROCK,WATERTOWN,LTL,LTL,KOSTER KEUNEN MANUFACTURING INC (242096-P1)
ENERGETIC LIGHTING (69015-P1),13.0,CHINO,PERU,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
ADVANTAGE LIGHTING SOLUTIONS (94035-P1),16.05,HOUSTON,POMPANO BEACH,LTL,LTL,ADVANTAGE LIGHTING SOLUTIONS (94035-P1)
CINSA USA (113476-P1),15.84,LAREDO,CHARLESTON,Volume,Volume,CINSA USA (113476-P1)
DALTON WOOD WHOLESALE (122666-P1),12.0,TUKWILA,ORANGE PARK,LTL,LTL,DALTON WOOD WHOLESALE (122666-P1)
BORRAYS PLASTICS (52348-P1),26.54,SANTA FE SPRINGS,SAN DIEGO,LTL,LTL,BORRAYS PLASTICS (52348-P1)
SHARRATT PROVISION INC (92018-P1),32.05,FAIRFIELD,PHOENIX,LTL,LTL,SHARRATT PROVISION INC (92018-P1)
ACCUTEK IMAGING (88657-P1),15.37,CHINO,MINOT,LTL,LTL,ACCUTEK IMAGING (88657-P1)
SDS NATIONAL (102907-P1),14.0,INDIANAPOLIS,CHANDLER,LTL,LTL,SDS NATIONAL (102907-P1)
DEAVER SPRING INC (105340-P1),11.13,SANTA ANA,DENVER,LTL,LTL,DEAVER SPRING INC (105340-P1)
RIA DISTRIBUTING INC (97759-P1),13.5,LAREDO,SUMNER,LTL,LTL,RIA DISTRIBUTING INC (97759-P1)
METRO POLY CORP (89650-P1),17.0,SAN LEANDRO,CALDWELL,LTL,LTL,METRO POLY CORP (89650-P1)
ALTECH ELECTRONICS (110481-P1),13.19,PARAMOUNT,BULLHEAD CITY,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
"JARROW FORMULAS, INC (94074-P1)",21.0,SAINT LOUIS,SANTA FE SPRINGS,LTL,LTL,"JARROW FORMULAS, INC (94074-P1)"
COOLER DEPOT (50236-P1),14.5,CITY OF INDUSTRY,MIDVALE,LTL,LTL,COOLER DEPOT (50236-P1)
PRO MOTION DISTRIBUTING (92973-P1),26.05,CITY OF INDUSTRY,LAS VEGAS,LTL,LTL,PRO MOTION DISTRIBUTING (92973-P1)
REALSTONE SYSTEMS (64462-P1),18.5,ONTARIO,AURORA,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
MIKES RESTAURANT SUPPLY (58890-P1),12.0,ORANGE,HOUSTON,LTL,LTL,MIKES RESTAURANT SUPPLY (58890-P1)
ENVIROMOTIVE (110532-P1),14.5,WADSWORTH,COLORADO SPRINGS,LTL,LTL,ENVIROMOTIVE (110532-P1)
JGW FURNITURE (103848-P1),12.0,HIGH POINT,ALTAMONT,LTL,LTL,JGW FURNITURE (103848-P1)
COOLER DEPOT (50236-P1),31.98,LA PUENTE,ROCKDALE,Volume,Volume,COOLER DEPOT (50236-P1)
ASHTEL STUDIOS (107999-P1),27.97,ONTARIO,MORENO VALLEY,LTL,LTL,ASHTEL STUDIOS (107999-P1)
COOLER DEPOT (50236-P1),14.46,CITY OF INDUSTRY,OMAHA,LTL,LTL,COOLER DEPOT (50236-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),52.02,AKRON,INDIANAPOLIS,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
EVO AMERICA LLC (104638-P1),25.57,TUALATIN,TEMPE,LTL,LTL,EVO AMERICA LLC (104638-P1)
AQUA ULTRAVIOLET (105519-P1),14.04,TEMECULA,GILBERT,LTL,LTL,AQUA ULTRAVIOLET (105519-P1)
REALSTONE SYSTEMS (64462-P1),17.0,TROY,DAYTONA BEACH,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
11 RAVENS LLC (66298-P1),30.03,ANAHEIM,PORT CHESTER,LTL,LTL,11 RAVENS LLC (66298-P1)
MEXI-LAND (60970-P1),17.0,CITY OF INDUSTRY,SALINAS,LTL,LTL,MEXI-LAND (60970-P1)
FLORENCE FILTER CORP (50231-P1),12.09,COMPTON,PALM SPRINGS,LTL,LTL,FLORENCE FILTER CORP (50231-P1)
WORLD DEPOT (100744-P1),15.19,JESSUP,NEW ALBANY,LTL,LTL,WORLD DEPOT (100744-P1)
JBC SAFETY PLASTIC INC (51780-P1),13.56,CITY OF INDUSTRY,RICHLAND HILLS,Volume,Volume,JBC SAFETY PLASTIC INC (51780-P1)
BLUE LAKE PARTNERS (50458-P1),29.78,RIVERSIDE,MORENO VALLEY,Volume,Volume,BLUE LAKE PARTNERS (50458-P1)
SHIPPING AND HANDLING (104504-P1),20.49,JACKSONVILLE,NAPLES,LTL,LTL,SHIPPING AND HANDLING (104504-P1)
ORIGINAL NEW YORK SELTZER (105226-P1),14.47,MONTEBELLO,FLORENCE,Volume,Volume,ORIGINAL NEW YORK SELTZER (105226-P1)
MIDWEST TRADING CO (65937-P1),12.0,DALLAS,READING,LTL,LTL,MIDWEST TRADING CO (65937-P1)
MCCARTHY GRANITE (100442-P1),12.0,TRACY,YAKIMA,LTL,LTL,MCCARTHY GRANITE (100442-P1)
MILAN CLOTHING (230206-P1),13.5,SOUTH EL MONTE,NORMAN,LTL,LTL,MILAN CLOTHING (230206-P1)
THE NORTHWEST GROUP LLC (104134-P1),17.13,BLOOMINGTON,MONTCLAIR,LTL,LTL,THE NORTHWEST GROUP LLC (104134-P1)
NEW SUN LOGISTICS INC (99797-P1),45.7,MILPITAS,OAKLAND,LTL,LTL,NEW SUN LOGISTICS INC (99797-P1)
EVO AMERICA LLC (104638-P1),16.83,TUALATIN,ONTARIO,LTL,LTL,EVO AMERICA LLC (104638-P1)
PDQ AUTOMATIC TRANSMISSION PARTS (86675-P1),22.33,CORONA,ELK GROVE,LTL,LTL,PDQ AUTOMATIC TRANSMISSION PARTS (86675-P1)
1ST CLASS CIGAR HUMIDORS (67634-P1),29.65,DEERFIELD BEACH,WESLEY CHAPEL,LTL,LTL,1ST CLASS CIGAR HUMIDORS (67634-P1)
RAVEN INDUSTRIAL SUPPLY (228168-P1),21.41,LOS ANGELES,ROCKLEDGE,LTL,LTL,RAVEN INDUSTRIAL SUPPLY (228168-P1)
ADVANCED PET PRODUCTS (101633-P1),24.14,WATERFORD,LOUISVILLE,LTL,LTL,ADVANCED PET PRODUCTS (101633-P1)
GOLD EAGLE USA (94488-P1),14.0,FRESNO,GEORGETOWN,LTL,LTL,GOLD EAGLE USA (94488-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),21.69,AKRON,WEST CHESTER TOWNSHIP,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
MILAN CLOTHING (230206-P1),13.5,SOUTH EL MONTE,OKLAHOMA CITY,LTL,LTL,MILAN CLOTHING (230206-P1)
ASL GROUP DBA SOGNARE TILES & STONE (66564-P1),24.54,PALMETTO,PALO ALTO,LTL,LTL,ASL GROUP DBA SOGNARE TILES & STONE (66564-P1)
SHIPPING AND HANDLING (104504-P1),13.0,JACKSONVILLE,BYHALIA,LTL,LTL,SHIPPING AND HANDLING (104504-P1)
GILLIS & LANE INC (67037-P1),22.2,KANSAS CITY,MANOR,LTL,LTL,GILLIS & LANE INC (67037-P1)
PROCRAFT CABINETRY MIAMI (107979-P1),8.57,Kent,Deerfield Beach,Truckload,Truckload,PROCRAFT CABINETRY MIAMI (107979-P1)
TECHTRADE SOLUTIONS (104510-P1),14.0,HOUSTON,TUALATIN,LTL,LTL,TECHTRADE SOLUTIONS (104510-P1)
ZJW INC (113308-P1),17.5,ONTARIO,DORAL,LTL,LTL,ZJW INC (113308-P1)
PUMPING SOLUTIONS (52530-P1),35.61,SCOTTSDALE,VANCOUVER,LTL,LTL,PUMPING SOLUTIONS (52530-P1)
KULL LAVERDE TRUCKING (106577-P1),12.0,NORTH BERGEN,BUTNER,LTL,LTL,KULL LAVERDE TRUCKING (106577-P1)
PDQ AUTOMATIC TRANSMISSION PARTS (86675-P1),15.5,SACRAMENTO,SPOKANE,LTL,LTL,PDQ AUTOMATIC TRANSMISSION PARTS (86675-P1)
LA GARDEN SUPPLY (89184-P1),20.29,LOS ANGELES,HOLLISTER,LTL,LTL,LA GARDEN SUPPLY (89184-P1)
EASYFLEX WEST (232514-P1),29.11,FIFE,LA VERGNE,LTL,LTL,EASYFLEX WEST (232514-P1)
EASYFLEX USA (58997-P1),1.07,Fife,Denton,Truckload,Truckload,EASYFLEX USA (58997-P1)
WHYNTER LLC (102952-P1),13.5,BREA,JACKSONVILLE,LTL,LTL,WHYNTER LLC (102952-P1)
SATOR SOCCER (246940-P1),21.0,GARDENA,LANSING,LTL,LTL,SATOR SOCCER (246940-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),13.99,JACKSONVILLE,ORLANDO,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
EASYFLEX WEST (232514-P1),14.26,FIFE,FIFE,LTL,LTL,EASYFLEX WEST (232514-P1)
VIP RUBBER COMPANY (50937-P1),13.5,FARMINGTON,MINDEN,LTL,LTL,VIP RUBBER COMPANY (50937-P1)
ALTA HEALTH SUPPLIES (230614-P1),12.0,ALHAMBRA,OGDEN,LTL,LTL,ALTA HEALTH SUPPLIES (230614-P1)
LOCK N CLIMB LLC (106186-P1),16.85,CHARLOTTE,BRANDON,LTL,LTL,LOCK N CLIMB LLC (106186-P1)
SUNS OUT (96698-P1),12.0,MARION,FENTON,LTL,LTL,SUNS OUT (96698-P1)
FARM PLASTIC SUPPLY (96226-P1),12.0,ADDISON,CHESANING,LTL,LTL,FARM PLASTIC SUPPLY (96226-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,LENEXA,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
PREMIER PUMP AND POWER (94206-P1),16.69,VANCOUVER,AVON,LTL,LTL,PREMIER PUMP AND POWER (94206-P1)
CST INTL GROUP INC (90098-P1),14.68,LOUISVILLE,BENSENVILLE,LTL,LTL,CST INTL GROUP INC (90098-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,BRUNSWICK,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
AMERICAN CREMATORY EQUIPMENT (81213-P1),29.36,SANTA FE SPRINGS,CLIFTON,LTL,LTL,AMERICAN CREMATORY EQUIPMENT (81213-P1)
EASYFLEX USA (58997-P1),14.64,DENTON,RIGBY,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
EASYFLEX USA (58997-P1),2.26,Fife,Denton,Truckload,Truckload,EASYFLEX USA (58997-P1)
EVO AMERICA LLC (104638-P1),13.5,TUALATIN,HIGHLAND,LTL,LTL,EVO AMERICA LLC (104638-P1)
EVASIVE MOTORSPORTS (80883-P1),14.5,CERRITOS,COTTAGE GROVE,LTL,LTL,EVASIVE MOTORSPORTS (80883-P1)
PAR INTERNATIONAL INC (101842-P1),12.0,COLUMBUS,MELBOURNE,LTL,LTL,PAR INTERNATIONAL INC (101842-P1)
SUWANNEE RIVER SUPPLY (238487-P1),18.93,MADISON,LYNCHBURG,LTL,LTL,SUWANNEE RIVER SUPPLY (238487-P1)
ALEDDRA (105055-P1),13.65,RENTON,PHOENIX,LTL,LTL,ALEDDRA (105055-P1)
CASCADE SCHOOL SUPPLIES (242900-P1),16.18,LYNDHURST,NORTH ADAMS,LTL,LTL,CASCADE SCHOOL SUPPLIES (242900-P1)
EASYFLEX USA (58997-P1),13.5,DENTON,FRESNO,LTL,LTL,EASYFLEX USA (58997-P1)
SUWANNEE RIVER SUPPLY (238487-P1),13.31,MADISON,AUSTIN,LTL,LTL,SUWANNEE RIVER SUPPLY (238487-P1)
"PURE N NATURAL SYSTEMS, INC. (234046-P1)",17.22,CONTOOCOOK,SAN FRANCISCO,LTL,LTL,"PURE N NATURAL SYSTEMS, INC. (234046-P1)"
RII EXPRESS (80710-P1),17.0,LA MIRADA,COPPELL,LTL,LTL,RII EXPRESS (80710-P1)
PREMIER PUMP AND POWER (94206-P1),17.25,VANCOUVER,PONTOON BEACH,LTL,LTL,PREMIER PUMP AND POWER (94206-P1)
GOLD EAGLE USA (94488-P1),28.98,FRESNO,BLUFFTON,LTL,LTL,GOLD EAGLE USA (94488-P1)
"ARCHITECTURAL MALL, INC (234105-P1)",49.73,WEST CHICAGO,MASON,LTL,LTL,"ARCHITECTURAL MALL, INC (234105-P1)"
ALEDDRA (105055-P1),13.0,RENTON,DUBLIN,LTL,LTL,ALEDDRA (105055-P1)
DEALER LEATHER (230585-P1),11.0,FAYETTEVILLE,PORTAGE,LTL,LTL,DEALER LEATHER (230585-P1)
GMI WHEELS (234993-P1),14.04,CEDAR CITY,SAN ANTONIO,LTL,LTL,GMI WHEELS (234993-P1)
"LASER EXPRESS, INC. (60791-P1)",37.82,FAIRFIELD,VERONA,LTL,LTL,"LASER EXPRESS, INC. (60791-P1)"
SDS NATIONAL (102907-P1),14.0,CAROL STREAM,LA VERGNE,LTL,LTL,SDS NATIONAL (102907-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),19.1,JACKSONVILLE,NAPLES,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
GOLD EAGLE USA (94488-P1),37.4,FRESNO,SAVANNAH,LTL,LTL,GOLD EAGLE USA (94488-P1)
LOGIC-OLOGY (108022-P1),17.08,LACEY,STEVENSON,LTL,LTL,LOGIC-OLOGY (108022-P1)
"AL NU PRODUCTS INC, DBA US PEACEKEEPER (52712-P1)",19.5,CHINO,SPARTA,LTL,LTL,"AL NU PRODUCTS INC, DBA US PEACEKEEPER (52712-P1)"
WORLD DEPOT (100744-P1),14.5,JESSUP,YPSILANTI,LTL,LTL,WORLD DEPOT (100744-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,ASHEVILLE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
JIT USA LOGISTICS CORP (101120-P1),20.23,ASHLAND,WOOD DALE,LTL,LTL,JIT USA LOGISTICS CORP (101120-P1)
PACLIGHTS LLC (64270-P1),14.4,CINCINNATI,CORPUS CHRISTI,LTL,LTL,PACLIGHTS LLC (64270-P1)
IN DEMAND MARKETING LLC (228459-P1),23.04,BLOOMINGTON,CARLSBAD,LTL,LTL,IN DEMAND MARKETING LLC (228459-P1)
PACKAIR AIRFREIGHT INC (88959-P1),17.0,GARDENA,TOLEDO,LTL,LTL,PACKAIR AIRFREIGHT INC (88959-P1)
BENNER CHINA & GLASSWARE INC (112412-P1),20.7,JACKSONVILLE,CONCORD,LTL,LTL,BENNER CHINA & GLASSWARE INC (112412-P1)
STUEWE & SONS INC (100192-P1),18.68,TANGENT,FREMONT,LTL,LTL,STUEWE & SONS INC (100192-P1)
KINGFA GLOBAL INC (50330-P1),11.0,ONTARIO,GLENVILLE,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
KOSTER KEUNEN MANUFACTURING INC (242096-P1),31.61,Watertown,Doylestown,Truckload,Truckload,KOSTER KEUNEN MANUFACTURING INC (242096-P1)
"ARCHITECTURAL MALL, INC (234105-P1)",19.0,WEST CHICAGO,CUSTER,LTL,LTL,"ARCHITECTURAL MALL, INC (234105-P1)"
SPEEDPRESS (81406-P1),12.0,CARLSBAD,SIDNEY,LTL,LTL,SPEEDPRESS (81406-P1)
KINGER INDUSTRY INC (81250-P1),14.13,ONTARIO,EL PASO,LTL,LTL,KINGER INDUSTRY INC (81250-P1)
EASYFLEX USA (58997-P1),16.02,DENTON,SLIDELL,LTL,LTL,EASYFLEX USA (58997-P1)
RIA DISTRIBUTING INC (97759-P1),13.5,LAREDO,MANTECA,LTL,LTL,RIA DISTRIBUTING INC (97759-P1)
ENTREPACK (82051-P1),18.58,SOUTH EL MONTE,WEST CHESTER,LTL,LTL,ENTREPACK (82051-P1)
CINSA USA (113476-P1),52.46,LAREDO,COMMERCE,LTL,LTL,CINSA USA (113476-P1)
LIFELINE BATTERIES (104071-P1),23.78,ALEDO,MARBLE FALLS,LTL,LTL,LIFELINE BATTERIES (104071-P1)
REALSTONE SYSTEMS (64462-P1),16.0,TROY,SACO,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
ACCUTEK IMAGING (88657-P1),14.0,CHINO,NEW ORLEANS,LTL,LTL,ACCUTEK IMAGING (88657-P1)
DENBESTE MOTORSPORTS (246749-P1),11.61,BELL GARDENS,WINDSOR,LTL,LTL,DENBESTE MOTORSPORTS (246749-P1)
EASYFLEX USA (58997-P1),14.64,DENTON,COLORADO SPRINGS,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
STONE FIREPLACES (98829-P1),16.0,JOLIET,MEMPHIS,LTL,LTL,STONE FIREPLACES (98829-P1)
EASYFLEX USA (58997-P1),17.61,DENTON,METAIRIE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
ALTA HEALTH SUPPLIES (230614-P1),26.9,ALHAMBRA,LAS VEGAS,LTL,LTL,ALTA HEALTH SUPPLIES (230614-P1)
NEBULITE (60380-P1),14.5,ACWORTH,JURUPA VALLEY,LTL,LTL,NEBULITE (60380-P1)
LCI PRODUCTS (95846-P1),13.5,GRAND JUNCTION,LAS VEGAS,LTL,LTL,LCI PRODUCTS (95846-P1)
TOMEI POWERED USA (110700-P1),16.56,LAKE FOREST,BUFFALO,LTL,LTL,TOMEI POWERED USA (110700-P1)
ALUMINUM TANK INDUSTRIES (99584-P1),22.24,WINTER HAVEN,AKRON,LTL,LTL,ALUMINUM TANK INDUSTRIES (99584-P1)
EASYFLEX USA (58997-P1),19.51,DENTON,HUNTSVILLE,Enterprise,Enterprise,EASYFLEX USA (58997-P1)
WORLD DEPOT (100744-P1),16.0,AZUSA,NUNN,LTL,LTL,WORLD DEPOT (100744-P1)
KILO E  LIQUIDS (240988-P1),13.0,LA MIRADA,BENSENVILLE,LTL,LTL,KILO E  LIQUIDS (240988-P1)
CASCADE SCHOOL SUPPLIES (242900-P1),14.35,WABASSO,PARSIPPANY,LTL,LTL,CASCADE SCHOOL SUPPLIES (242900-P1)
ENERGETIC LIGHTING (69015-P1),18.09,AUSTELL,MEMPHIS,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
UNICRAFT CABINETRY INC (65725-P1),28.71,POMONA,RIVERSIDE,LTL,LTL,UNICRAFT CABINETRY INC (65725-P1)
FARM PLASTIC SUPPLY (96226-P1),12.0,ADDISON,CALGARY,LTL,LTL,FARM PLASTIC SUPPLY (96226-P1)
WEST STATE BILLIARDS (69862-P1),13.83,FULLERTON,CLEARFIELD,LTL,LTL,WEST STATE BILLIARDS (69862-P1)
INTERNATIONAL FOOD DISTRIBUTORS (250999-P1),24.27,LAREDO,TOLLESON,Volume,Volume,INTERNATIONAL FOOD DISTRIBUTORS (250999-P1)
JFS LOGISTICS INC (235653-P1),16.0,GARDENA,HOUSTON,LTL,LTL,JFS LOGISTICS INC (235653-P1)
TECHTRADE SOLUTIONS (104510-P1),21.98,CARROLLTON,HOUSTON,LTL,LTL,TECHTRADE SOLUTIONS (104510-P1)
ENERGETIC LIGHTING (69015-P1),13.0,CHINO,BRAWLEY,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
CASTELLE FURNITURE CO INC (104930-P1),20.82,HUNTINGTON BEACH,SAINT PETERSBURG,LTL,LTL,CASTELLE FURNITURE CO INC (104930-P1)
EXT FABRICS (50457-P1),21.86,SANTA ANA,SAN DIEGO,LTL,LTL,EXT FABRICS (50457-P1)
METRO POLY CORP (89650-P1),17.86,SAN LEANDRO,CLACKAMAS,LTL,LTL,METRO POLY CORP (89650-P1)
EVASIVE MOTORSPORTS (80883-P1),14.5,CERRITOS,MUNDELEIN,LTL,LTL,EVASIVE MOTORSPORTS (80883-P1)
REALSTONE SYSTEMS (64462-P1),15.0,TROY,SYRACUSE,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
WINJET AUTOMOTIVE (113877-P1),14.5,CITY OF INDUSTRY,GRAND PRAIRIE,LTL,LTL,WINJET AUTOMOTIVE (113877-P1)
SALESMAGIC INC (108141-P1),12.0,EL DORADO,SAN DIEGO,LTL,LTL,SALESMAGIC INC (108141-P1)
ENERGETIC LIGHTING (69015-P1),13.0,CHINO,PUYALLUP,LTL,LTL,ENERGETIC LIGHTING (69015-P1)
REALSTONE SYSTEMS (64462-P1),16.0,TROY,HUDSON,LTL,LTL,REALSTONE SYSTEMS (64462-P1)
COOLER DEPOT (50236-P1),16.4,CITY OF INDUSTRY,DUNCANVILLE,Enterprise,Enterprise,COOLER DEPOT (50236-P1)
KILO E  LIQUIDS (240988-P1),13.0,LA MIRADA,SWANNANOA,LTL,LTL,KILO E  LIQUIDS (240988-P1)
AZUSA ENGINEERING (50235-P1),21.69,COVINA,LEVITTOWN,LTL,LTL,AZUSA ENGINEERING (50235-P1)
REALSTONE SYSTEMS (64462-P1),17.0,TROY,SARASOTA,Enterprise,Enterprise,REALSTONE SYSTEMS (64462-P1)
PDC (52446-P1),15.0,NORTH HOLLYWOOD,MINNEAPOLIS,LTL,LTL,PDC (52446-P1)
KILO E  LIQUIDS (240988-P1),12.99,LA MIRADA,TYLER,LTL,LTL,KILO E  LIQUIDS (240988-P1)
JL WINGERT COMPANY (88594-P1),28.32,GARDEN GROVE,SYLMAR,LTL,LTL,JL WINGERT COMPANY (88594-P1)
SUWANNEE RIVER SUPPLY (238487-P1),23.15,MADISON,TAMPA,LTL,LTL,SUWANNEE RIVER SUPPLY (238487-P1)
KULL LAVERDE TRUCKING (106577-P1),12.0,NORTH BERGEN,BUTNER,LTL,LTL,KULL LAVERDE TRUCKING (106577-P1)
KILO E  LIQUIDS (240988-P1),13.0,LA MIRADA,HOUSTON,LTL,LTL,KILO E  LIQUIDS (240988-P1)
POWER STEER INC (63189-P1),12.0,DALLAS,MEMPHIS,LTL,LTL,POWER STEER INC (63189-P1)
KOSTER KEUNEN MANUFACTURING INC (242096-P1),15.0,WATERTOWN,KANSAS CITY,LTL,LTL,KOSTER KEUNEN MANUFACTURING INC (242096-P1)
BOLIDE TECHNOLOGY GROUP (104073-P1),17.5,SAN DIMAS,KERNERSVILLE,LTL,LTL,BOLIDE TECHNOLOGY GROUP (104073-P1)
KILO E  LIQUIDS (240988-P1),13.0,LA MIRADA,AUSTIN,LTL,LTL,KILO E  LIQUIDS (240988-P1)
JIAHERB INC (50655-P1),25.74,ANAHEIM,LAREDO,LTL,LTL,JIAHERB INC (50655-P1)
MATRIX AIR SYSTEMS (114161-P1),17.27,CONTOOCOOK,MALVERN,LTL,LTL,MATRIX AIR SYSTEMS (114161-P1)
WORLD DEPOT (100744-P1),14.5,JESSUP,MIAMI,LTL,LTL,WORLD DEPOT (100744-P1)
ALTECH ELECTRONICS (110481-P1),11.0,PARAMOUNT,STAFFORD,LTL,LTL,ALTECH ELECTRONICS (110481-P1)
MILAN CLOTHING (230206-P1),13.5,SOUTH EL MONTE,SHAKOPEE,LTL,LTL,MILAN CLOTHING (230206-P1)
MAGNUS TEXTILE (97635-P1),14.0,EDISON,PHOENIX,LTL,LTL,MAGNUS TEXTILE (97635-P1)
LEGION FLOOR (109408-P1),20.83,SAN LEANDRO,NORTH HOLLYWOOD,LTL,LTL,LEGION FLOOR (109408-P1)
KEVIDKO - BELEN (250042-P1),15.0,LOS ANGELES,SAN DIEGO,LTL,LTL,KEVIDKO - BELEN (250042-P1)
CD VIDEO MFG (42102-P1),13.85,SANTA ANA,IRVINGTON,LTL,LTL,CD VIDEO MFG (42102-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1),40.81,AKRON,ST. CLAIR SHORES,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION - BARB (230151-P1)
HYLIO INC (113143-P1),17.63,RICHMOND,CHAPIN,LTL,LTL,HYLIO INC (113143-P1)
KINGER INDUSTRY INC (81250-P1),11.55,ONTARIO,FOLSOM,LTL,LTL,KINGER INDUSTRY INC (81250-P1)
"LASER EXPRESS, INC. (60791-P1)",19.12,OTTAWA,VERONA,LTL,LTL,"LASER EXPRESS, INC. (60791-P1)"
THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1),14.0,AKRON,HARTSDALE,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1)
EX-LITE INC (89646-P1),12.0,ONTARIO,LONGVIEW,LTL,LTL,EX-LITE INC (89646-P1)
CUDDLE BARN INC (46391-P1),12.01,RIVERSIDE,ANN ARBOR,LTL,LTL,CUDDLE BARN INC (46391-P1)
KINGFA GLOBAL INC (50330-P1),14.76,ONTARIO,MIDDLETOWN,LTL,LTL,KINGFA GLOBAL INC (50330-P1)
PRESTIGE IMPORT GROUP (61593-P1),29.53,DEERFIELD BEACH,FORT WAYNE,LTL,LTL,PRESTIGE IMPORT GROUP (61593-P1)
LANDMARK GRAFIX (230693-P1),26.9,TARZANA,SAN LEANDRO,LTL,LTL,LANDMARK GRAFIX (230693-P1)
BLUE LAKE PARTNERS (50458-P1),12.51,RIVERSIDE,NEW ALBANY,LTL,LTL,BLUE LAKE PARTNERS (50458-P1)
THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1),17.82,AKRON,HERMITAGE,LTL,LTL,THE NEW DIAMOND LINE CONTAINER CORPORATION (109641-P1)
MIDWEST TRADING CO (65937-P1),23.14,DALLAS,HOUSTON,LTL,LTL,MIDWEST TRADING CO (65937-P1)
